ID_servicio,Fecha_solicitud,Ciudad,Tipo_servicio,Canal,Tecnico_id,Antiguedad_tecnico_meses,Tiempo_respuesta_horas,Duracion_servicio_min,Costo_repuestos,Valor_servicio,Reproceso,Satisfaccion,Estado
S102239,2024-10-22,Santa Marta,Mantenimiento,Presencial,T031,35.0,5.3,36.0,34300.0,131000.0,1,3.0,Completado
S112656,2026-02-24,Barranquilla,Reparación,Call center,T056,52.0,,86.0,92800.0,92000.0,0,4.0,Completado
S106563,2025-05-16,Cartagena,Reparación,Presencial,T003,58.0,15.3,67.0,142000.0,151000.0,0,5.0,Completado
S110247,2025-11-12,Santa Marta,Reparación,Call center,T036,42.0,24.1,76.0,103800.0,150000.0,0,3.0,Completado
S100131,2024-07-05,Santa Marta,Instalación,Web,T036,26.0,15.3,76.0,62600.0,268000.0,0,,Reprogramado
S111816,2026-01-13,Barranquilla,Instalación,Call center,T097,9.0,33.3,210.0,99400.0,247000.0,0,3.0,Completado
S107407,2025-06-25,Santa Marta,Instalación,App,T069,23.0,14.0,36.0,66800.0,219000.0,0,5.0,Completado
S113984,2026-04-29,Santa Marta,Instalación,Presencial,T010,78.0,10.5,198.0,47800.0,280000.0,0,4.0,Cancelado
S105052,2025-02-24,Santa Marta,Garantía,Call center,T065,63.0,16.3,101.0,266400.0,0.0,0,4.0,Completado
S112308,2026-02-05,Sincelejo,Mantenimiento,Call center,T011,67.0,25.8,92.0,900.0,69000.0,0,4.0,Completado
S100893,2024-08-12,Sincelejo,Instalación,App,T040,9.0,15.3,181.0,10800.0,313000.0,1,3.0,Completado
S113569,2026-04-09,Barranquilla,Instalación,Web,T053,29.0,13.1,147.0,108600.0,393000.0,0,5.0,Completado
S110798,2025-12-05,Santa Marta,Reparación,Presencial,T025,57.0,12.7,89.0,92200.0,177000.0,0,4.0,Completado
S111731,2026-01-08,Barranquilla,Mantenimiento,Call center,T029,30.0,26.7,52.0,48300.0,92000.0,0,4.0,Completado
S100459,2024-07-20,Cartagena,Reparación,Call center,T048,40.0,37.7,62.0,50700.0,184000.0,0,4.0,Completado
S109081,2025-09-15,Montería,Reparación,Call center,T049,46.0,36.2,88.0,33700.0,161000.0,0,4.0,Completado
S103002,2024-12-01,Sincelejo,Instalación,Presencial,T022,69.0,10.8,89.0,248500.0,332000.0,0,4.0,Completado
S113256,2026-03-25,Barranquilla,Reparación,App,T057,85.0,20.0,85.0,25300.0,237000.0,0,5.0,Reprogramado
S105322,2025-03-11,Cartagena,Reparación,Web,T028,56.0,12.5,115.0,44000.0,204000.0,0,4.0,Completado
S108352,2025-08-05,Santa Marta,Reparación,App,T042,33.0,17.2,115.0,129700.0,194000.0,0,5.0,Completado
S114267,2026-05-16,Sincelejo,Reparación,App,T063,62.0,19.5,93.0,149500.0,242000.0,0,5.0,Completado
S102543,2024-11-08,Cartagena,Reparación,Call center,T037,12.0,17.7,132.0,37300.0,164000.0,0,5.0,Completado
S112258,2026-02-03,Santa Marta,Instalación,App,T051,39.0,9.1,190.0,78400.0,234000.0,0,5.0,Completado
S103430,2024-12-14,Barranquilla,Mantenimiento,Call center,T057,69.0,40.0,68.0,13600.0,123000.0,0,3.0,Reprogramado
S104951,2025-02-19,Barranquilla,Reparación,Call center,T078,0.0,13.3,79.0,101600.0,191000.0,0,5.0,Completado
S106286,2025-04-30,Montería,Garantía,Web,T006,22.0,35.9,154.0,81800.0,0.0,0,4.0,Completado
S113037,2026-03-14,Barranquilla,Instalación,Presencial,T100,11.0,31.7,146.0,114200.0,305000.0,0,4.0,Completado
S107110,2025-06-11,Valledupar,Garantía,Web,T008,83.0,14.7,58.0,58300.0,0.0,0,5.0,Completado
S107436,2025-06-26,Santa Marta,Mantenimiento,App,T065,68.0,26.6,62.0,7100.0,52000.0,0,4.0,Completado
S103868,2024-12-27,Barranquilla,Reparación,App,T045,21.0,19.7,63.0,190800.0,127000.0,0,4.0,Completado
S113879,2026-04-24,Sincelejo,Reparación,Web,T092,6.0,16.0,40.0,330000.0,209000.0,0,4.0,Completado
S110166,2025-11-07,Barranquilla,Instalación,Call center,T053,24.0,11.6,133.0,109500.0,325000.0,0,5.0,Completado
S109462,2025-10-04,Barranquilla,Reparación,Web,T100,6.0,15.9,113.0,25300.0,190000.0,0,4.0,Completado
S111409,2025-12-25,Sincelejo,Reparación,App,T011,66.0,,88.0,17100.0,201000.0,0,5.0,Completado
S108530,2025-08-14,Santa Marta,Reparación,Call center,T025,53.0,12.5,76.0,141600.0,194000.0,0,5.0,Completado
S110582,2025-11-28,Barranquilla,Instalación,Presencial,T077,5.0,,171.0,27400.0,408000.0,0,4.0,Completado
S100022,2024-07-02,Cartagena,Instalación,App,T028,48.0,10.0,204.0,40600.0,301000.0,0,4.0,Completado
S103684,2024-12-23,Cartagena,Reparación,Presencial,T027,31.0,20.6,129.0,175000.0,202000.0,1,3.0,Completado
S112106,2026-01-26,Valledupar,Instalación,Web,T062,35.0,7.3,177.0,149600.0,351000.0,0,5.0,Completado
S103800,2024-12-26,Sincelejo,Mantenimiento,Presencial,T050,77.0,10.9,91.0,15600.0,102000.0,0,5.0,Completado
S113574,2026-04-09,Sincelejo,Instalación,Call center,T022,85.0,20.2,133.0,7500.0,258000.0,0,5.0,Completado
S109381,2025-09-30,Montería,Mantenimiento,Web,T006,27.0,26.5,44.0,47200.0,110000.0,0,4.0,Completado
S104969,2025-02-19,Montería,Mantenimiento,Call center,T033,79.0,44.4,48.0,15300.0,78000.0,0,4.0,Reprogramado
S108871,2025-09-02,Valledupar,Instalación,App,T026,40.0,8.3,200.0,54600.0,318000.0,0,5.0,Completado
S110565,2025-11-27,Sincelejo,Reparación,Presencial,T004,37.0,12.3,50.0,23100.0,286000.0,0,5.0,Completado
S104123,2025-01-08,Cartagena,Instalación,App,T002,54.0,7.1,95.0,88300.0,186000.0,0,5.0,Completado
S105728,2025-04-01,Santa Marta,Instalación,Web,T042,29.0,10.4,88.0,20300.0,315000.0,1,4.0,Completado
S100194,2024-07-09,Barranquilla,Reparación,Call center,T030,48.0,7.2,134.0,57800.0,150000.0,0,5.0,Completado
S101973,2024-10-09,Cartagena,Mantenimiento,App,T002,51.0,24.3,42.0,,72000.0,0,4.0,Completado
S112183,2026-01-29,Santa Marta,Mantenimiento,Web,T069,31.0,9.0,53.0,10500.0,55000.0,0,5.0,Completado
S101886,2024-10-04,Barranquilla,Mantenimiento,App,T066,75.0,11.7,72.0,13500.0,85000.0,0,4.0,Completado
S104970,2025-02-19,Santa Marta,Mantenimiento,App,T009,47.0,20.2,85.0,19300.0,101000.0,0,4.0,Completado
S101441,2024-09-09,Barranquilla,Mantenimiento,App,T043,14.0,7.9,66.0,9900.0,127000.0,0,5.0,Completado
S101221,2024-08-28,Barranquilla,Garantía,Web,T018,27.0,6.1,104.0,98100.0,0.0,1,3.0,Completado
S109551,2025-10-08,Barranquilla,Instalación,Call center,T057,79.0,35.2,124.0,32800.0,398000.0,0,3.0,Completado
S113353,2026-03-30,Cartagena,Reparación,Web,T073,12.0,15.9,75.0,23900.0,111000.0,0,4.0,Cancelado
S112856,2026-03-05,Valledupar,Instalación,Web,T044,84.0,32.5,159.0,74000.0,355000.0,0,4.0,Completado
S109582,2025-10-10,Barranquilla,Instalación,Call center,T053,23.0,10.5,216.0,184200.0,442000.0,0,4.0,Completado
S102078,2024-10-14,Cartagena,Reparación,App,T054,23.0,37.4,81.0,14300.0,214000.0,0,3.0,Completado
S110258,2025-11-13,Sincelejo,Instalación,App,T040,24.0,39.1,211.0,78300.0,270000.0,0,3.0,Completado
S114402,2026-05-22,Santa Marta,Reparación,Presencial,T036,49.0,7.4,94.0,104200.0,208000.0,0,5.0,Completado
S115108,2026-06-22,Barranquilla,Reparación,Web,T077,12.0,18.3,89.0,129600.0,174000.0,0,4.0,Completado
S112097,2026-01-26,Cartagena,Instalación,Web,T002,67.0,13.9,168.0,54100.0,331000.0,0,5.0,Completado
S100741,2024-08-02,Barranquilla,Garantía,Web,T018,27.0,19.8,138.0,68800.0,0.0,0,4.0,Completado
S112556,2026-02-17,Sincelejo,Garantía,Call center,T092,4.0,22.5,97.0,56200.0,0.0,0,4.0,Completado
S101533,2024-09-13,Sincelejo,Reparación,App,T022,66.0,43.3,150.0,31600.0,219000.0,0,4.0,Completado
S102826,2024-11-23,Cartagena,Mantenimiento,Presencial,T003,52.0,24.9,56.0,33600.0,116000.0,0,4.0,Completado
S102708,2024-11-17,Valledupar,Garantía,Web,T052,16.0,58.5,122.0,29600.0,0.0,0,3.0,Completado
S105133,2025-02-28,Cartagena,Reparación,Presencial,T003,56.0,22.5,78.0,49700.0,209000.0,0,4.0,Completado
S103079,2024-12-04,Barranquilla,Instalación,Presencial,T001,13.0,26.2,187.0,26600.0,290000.0,0,4.0,Completado
S104285,2025-01-16,Barranquilla,Reparación,Web,T068,62.0,9.2,71.0,47000.0,151000.0,0,5.0,Completado
S106831,2025-05-29,Santa Marta,Instalación,Web,T059,43.0,24.0,116.0,24300.0,440000.0,0,4.0,Completado
S108106,2025-07-24,Santa Marta,Reparación,App,T065,68.0,21.7,100.0,136400.0,206000.0,0,4.0,Completado
S100721,2024-08-01,Cartagena,Instalación,Call center,T048,41.0,,97.0,84200.0,344000.0,0,4.0,Completado
S111920,2026-01-17,Montería,Mantenimiento,Call center,T088,5.0,30.9,52.0,31900.0,106000.0,0,3.0,Completado
S104222,2025-01-13,Cartagena,Instalación,App,T002,54.0,16.0,212.0,23900.0,302000.0,0,3.0,Completado
S106181,2025-04-24,Montería,Reparación,App,T064,57.0,35.4,103.0,195000.0,157000.0,0,3.0,Completado
S106706,2025-05-23,Valledupar,Instalación,Call center,T026,36.0,16.3,203.0,61600.0,372000.0,0,4.0,Completado
S109407,2025-10-01,Barranquilla,Mantenimiento,Call center,T066,87.0,33.5,78.0,75800.0,104000.0,0,4.0,Completado
S104665,2025-02-04,Cartagena,Reparación,App,T054,27.0,14.5,98.0,205900.0,156000.0,0,4.0,Completado
S113508,2026-04-06,Montería,Instalación,Web,T046,41.0,,202.0,129200.0,253000.0,0,3.0,Completado
S111105,2025-12-16,Sincelejo,Garantía,Web,T063,57.0,10.9,103.0,62300.0,0.0,0,5.0,Completado
S103082,2024-12-04,Valledupar,Reparación,Call center,T005,53.0,5.4,70.0,41500.0,200000.0,0,5.0,Completado
S106266,2025-04-29,Valledupar,Instalación,Call center,T061,22.0,18.8,248.0,37300.0,336000.0,0,4.0,Completado
S103763,2024-12-25,Cartagena,Reparación,Call center,T101,4.0,10.4,73.0,130600.0,187000.0,0,4.0,Completado
S103953,2024-12-31,Barranquilla,Instalación,Presencial,T018,32.0,4.7,182.0,27200.0,381000.0,0,4.0,Completado
S108194,2025-07-29,Sincelejo,Instalación,App,T089,0.0,9.1,126.0,113500.0,291000.0,0,5.0,Completado
S110052,2025-11-02,Santa Marta,Reparación,Call center,T010,72.0,24.5,63.0,38200.0,127000.0,0,4.0,Reprogramado
S111340,2025-12-23,Montería,Reparación,Presencial,T074,3.0,38.7,98.0,44800.0,219000.0,1,3.0,Completado
S104227,2025-01-13,Montería,Reparación,App,T064,54.0,32.9,103.0,66800.0,248000.0,0,4.0,Completado
S107642,2025-07-04,Barranquilla,Reparación,Presencial,T016,60.0,12.1,122.0,81800.0,174000.0,0,4.0,Completado
S112879,2026-03-06,Sincelejo,Garantía,Web,T022,84.0,17.8,102.0,117800.0,0.0,0,5.0,Completado
S107496,2025-06-28,Barranquilla,Reparación,App,T045,28.0,21.9,106.0,41500.0,251000.0,0,5.0,Completado
S112125,2026-01-27,Santa Marta,Mantenimiento,Call center,T069,31.0,18.4,47.0,21500.0,88000.0,0,5.0,Completado
S114646,2026-06-03,Barranquilla,Reparación,App,T079,1.0,29.1,105.0,62800.0,133000.0,0,5.0,Completado
S115162,2026-06-25,Santa Marta,Instalación,Web,T067,80.0,11.7,172.0,50500.0,344000.0,0,4.0,Cancelado
S107111,2025-06-11,Santa Marta,Instalación,Call center,T058,51.0,23.7,175.0,92200.0,313000.0,0,4.0,Completado
S104117,2025-01-08,Cartagena,Reparación,Web,T028,54.0,11.0,97.0,39700.0,170000.0,0,4.0,Completado
S103968,2024-12-31,Montería,Instalación,Call center,T055,14.0,50.5,,132700.0,199000.0,0,4.0,Completado
S110054,2025-11-03,Valledupar,Garantía,Web,T005,64.0,7.4,114.0,103300.0,0.0,0,5.0,Completado
S101053,2024-08-19,Sincelejo,Garantía,App,T022,65.0,28.5,125.0,7700.0,0.0,0,4.0,Cancelado
S104703,2025-02-06,Santa Marta,Mantenimiento,Web,T038,55.0,44.4,36.0,46600.0,107000.0,0,3.0,Completado
S109755,2025-10-18,Valledupar,Mantenimiento,Call center,T026,41.0,20.1,68.0,8100.0,66000.0,0,4.0,Completado
S111782,2026-01-12,Sincelejo,Reparación,Call center,T050,90.0,25.2,57.0,6300.0,189000.0,0,4.0,Completado
S100114,2024-07-05,Santa Marta,Garantía,Call center,T025,40.0,17.7,86.0,9500.0,0.0,0,4.0,Cancelado
S100631,2024-07-29,Santa Marta,Reparación,Call center,T036,26.0,28.5,63.0,3400.0,171000.0,0,4.0,Completado
S109826,2025-10-22,Montería,Reparación,App,T074,1.0,38.8,90.0,25500.0,140000.0,0,3.0,Completado
S109012,2025-09-10,Valledupar,Reparación,App,T061,26.0,6.5,101.0,44300.0,219000.0,0,5.0,Completado
S103139,2024-12-05,Barranquilla,Mantenimiento,Web,T013,17.0,13.0,62.0,63200.0,88000.0,0,4.0,Completado
S101499,2024-09-12,Barranquilla,Reparación,Call center,T057,66.0,7.8,121.0,146700.0,176000.0,0,5.0,Completado
S112037,2026-01-22,Santa Marta,Instalación,App,T041,75.0,13.3,75.0,32800.0,404000.0,0,4.0,Completado
S114073,2026-05-05,Santa Marta,Reparación,Web,T067,78.0,21.3,121.0,59000.0,227000.0,1,3.0,Completado
S114412,2026-05-23,Santa Marta,Garantía,Web,T019,43.0,28.4,110.0,18800.0,0.0,0,4.0,Cancelado
S103410,2024-12-13,Valledupar,Mantenimiento,App,T061,17.0,8.0,70.0,3800.0,137000.0,0,5.0,Reprogramado
S100684,2024-07-31,Santa Marta,Garantía,Web,T069,13.0,22.2,99.0,89800.0,0.0,0,,Completado
S112974,2026-03-11,Cartagena,Reparación,App,T028,68.0,15.2,97.0,98300.0,173000.0,0,5.0,Completado
S114819,2026-06-10,Montería,Instalación,Web,T074,8.0,,96.0,62400.0,367000.0,0,4.0,Completado
S104698,2025-02-06,Santa Marta,Reparación,Call center,T042,27.0,43.5,101.0,55200.0,206000.0,0,3.0,Completado
S110742,2025-12-04,Cartagena,Reparación,App,T086,1.0,13.5,123.0,45500.0,151000.0,0,4.0,Reprogramado
S113627,2026-04-13,Sincelejo,Garantía,App,T063,61.0,5.3,80.0,145500.0,0.0,0,4.0,Completado
S100171,2024-07-08,Barranquilla,Instalación,Call center,T043,12.0,9.7,268.0,,328000.0,1,3.0,Completado
S101988,2024-10-09,Santa Marta,Mantenimiento,App,T023,19.0,14.2,75.0,20900.0,50000.0,0,5.0,Completado
S112756,2026-02-28,Valledupar,Reparación,Call center,T005,68.0,19.9,116.0,84800.0,216000.0,0,4.0,Completado
S113718,2026-04-16,Sincelejo,Instalación,App,T072,19.0,16.1,169.0,34900.0,304000.0,0,4.0,Completado
S111258,2025-12-21,Cartagena,Instalación,App,T017,89.0,25.7,103.0,25600.0,373000.0,0,4.0,Completado
S109320,2025-09-27,Santa Marta,Reparación,Presencial,T031,47.0,,105.0,124900.0,120000.0,0,4.0,Completado
S111564,2025-12-30,Montería,Instalación,Web,T103,11.0,22.2,213.0,16100.0,208000.0,0,5.0,Cancelado
S107471,2025-06-27,Barranquilla,Instalación,App,T056,44.0,26.8,153.0,14100.0,451000.0,0,3.0,Completado
S111699,2026-01-06,Sincelejo,Instalación,Web,T040,26.0,12.6,142.0,10800.0,360000.0,0,4.0,Completado
S103577,2024-12-19,Santa Marta,Instalación,Call center,T041,61.0,17.6,131.0,82700.0,387000.0,0,4.0,Completado
S106600,2025-05-18,Santa Marta,Reparación,Presencial,T071,2.0,35.0,,32300.0,189000.0,0,3.0,Completado
S109939,2025-10-27,Barranquilla,Mantenimiento,Web,T076,7.0,13.9,103.0,20200.0,83000.0,0,5.0,Reprogramado
S107121,2025-06-11,Valledupar,Reparación,Call center,T005,59.0,14.7,83.0,17600.0,223000.0,0,4.0,Completado
S107619,2025-07-03,Barranquilla,Instalación,App,T030,60.0,13.1,123.0,79300.0,360000.0,0,4.0,Completado
S107479,2025-06-27,Montería,Mantenimiento,Call center,T091,1.0,42.0,74.0,54700.0,78000.0,0,4.0,Completado
S109065,2025-09-13,Santa Marta,Garantía,Call center,T031,46.0,26.6,136.0,4900.0,0.0,0,4.0,Completado
S111139,2025-12-17,Barranquilla,Mantenimiento,App,T077,6.0,12.4,57.0,5300.0,95000.0,0,4.0,Completado
S114791,2026-06-09,Cartagena,Mantenimiento,App,T101,21.0,6.2,52.0,14700.0,64000.0,0,5.0,Completado
S102888,2024-11-26,Santa Marta,Reparación,Call center,T009,44.0,36.2,120.0,37600.0,216000.0,1,2.0,Cancelado
S107838,2025-07-13,Montería,Reparación,Call center,T103,5.0,48.5,71.0,32300.0,155000.0,0,3.0,Completado
S104804,2025-02-11,Barranquilla,Instalación,Call center,T066,79.0,14.0,110.0,165700.0,349000.0,0,4.0,Cancelado
S114566,2026-06-01,Sincelejo,Instalación,App,T081,0.0,10.3,181.0,143600.0,319000.0,0,5.0,Completado
S102677,2024-11-15,Santa Marta,Reparación,App,T042,24.0,16.4,61.0,69200.0,144000.0,0,4.0,Completado
S102085,2024-10-15,Barranquilla,Mantenimiento,Web,T043,15.0,14.9,71.0,18600.0,120000.0,0,4.0,Reprogramado
S113735,2026-04-17,Cartagena,Reparación,Call center,T035,41.0,22.4,135.0,36300.0,232000.0,0,4.0,Cancelado
S110625,2025-11-30,Montería,Mantenimiento,Presencial,T074,2.0,51.5,0.0,10000.0,90000.0,0,3.0,Completado
S109869,2025-10-24,Sincelejo,Reparación,Call center,T089,3.0,40.1,74.0,74900.0,178000.0,0,4.0,Completado
S101377,2024-09-05,Montería,Mantenimiento,App,T049,34.0,49.1,52.0,,109000.0,0,3.0,Completado
S108675,2025-08-21,Barranquilla,Instalación,App,T001,21.0,16.9,102.0,13100.0,506000.0,0,4.0,Completado
S111431,2025-12-26,Cartagena,Reparación,Call center,T082,2.0,18.9,82.0,119600.0,162000.0,0,4.0,Completado
S107026,2025-06-06,Santa Marta,Reparación,Call center,T041,67.0,32.3,100.0,24700.0,123000.0,0,4.0,Reprogramado
S108137,2025-07-26,Cartagena,Instalación,Call center,T028,61.0,25.1,69.0,68200.0,247000.0,0,4.0,Completado
S102637,2024-11-13,Sincelejo,Mantenimiento,Presencial,T004,24.0,24.8,34.0,88800.0,82000.0,1,2.0,Reprogramado
S114337,2026-05-20,Barranquilla,Instalación,Call center,T090,5.0,29.5,156.0,28000.0,327000.0,0,4.0,Completado
S113547,2026-04-08,Barranquilla,Instalación,Call center,T068,77.0,8.3,144.0,109800.0,196000.0,0,5.0,Cancelado
S100646,2024-07-29,Cartagena,Garantía,Call center,T017,72.0,7.4,120.0,129500.0,0.0,0,4.0,Cancelado
S110757,2025-12-04,Cartagena,Reparación,App,T028,65.0,13.7,130.0,,187000.0,0,4.0,Completado
S112965,2026-03-10,Barranquilla,Instalación,Web,T021,92.0,36.0,117.0,13100.0,304000.0,0,4.0,Completado
S113200,2026-03-22,Valledupar,Garantía,Web,T024,40.0,41.1,112.0,46900.0,0.0,0,,Completado
S105562,2025-03-23,Cartagena,Instalación,Web,T015,24.0,4.9,143.0,52200.0,288000.0,0,4.0,Completado
S110997,2025-12-12,Santa Marta,Mantenimiento,App,T025,57.0,56.9,54.0,31900.0,91000.0,0,4.0,Completado
S113401,2026-04-01,Sincelejo,Mantenimiento,App,T092,5.0,22.5,82.0,3200.0,80000.0,0,4.0,Completado
S113290,2026-03-26,Montería,Instalación,Call center,T091,10.0,46.8,100.0,76000.0,384000.0,0,3.0,Cancelado
S114161,2026-05-10,Valledupar,Reparación,Presencial,T026,48.0,33.2,118.0,95400.0,155000.0,0,4.0,Reprogramado
S103309,2024-12-10,Barranquilla,Instalación,App,T032,45.0,24.4,229.0,6300.0,457000.0,0,5.0,Completado
S104801,2025-02-11,Montería,Reparación,App,T103,0.0,31.3,64.0,9000.0,175000.0,0,4.0,Completado
S106975,2025-06-04,Cartagena,Mantenimiento,App,T073,2.0,25.7,63.0,39500.0,63000.0,0,4.0,Completado
S109767,2025-10-19,Montería,Instalación,Call center,T103,8.0,48.9,96.0,122400.0,314000.0,0,3.0,Completado
S100945,2024-08-14,Barranquilla,Instalación,Call center,T018,27.0,18.0,193.0,56100.0,324000.0,0,5.0,Completado
S111776,2026-01-11,Montería,Instalación,Call center,T103,11.0,,129.0,24300.0,375000.0,0,4.0,Completado
S112062,2026-01-23,Cartagena,Instalación,Call center,T012,45.0,27.6,215.0,267600.0,370000.0,0,4.0,Completado
S105588,2025-03-25,Santa Marta,Mantenimiento,App,T094,0.0,20.4,77.0,8600.0,92000.0,0,4.0,Completado
S114716,2026-06-06,Barranquilla,Reparación,Call center,T043,35.0,29.7,124.0,55200.0,85000.0,0,4.0,Completado
S110630,2025-11-30,Cartagena,Garantía,Web,T073,8.0,13.8,102.0,48500.0,0.0,0,5.0,Completado
S105654,2025-03-28,Barranquilla,Reparación,Web,T066,81.0,42.8,127.0,54200.0,137000.0,1,2.0,Completado
S108890,2025-09-03,Santa Marta,Instalación,Call center,T036,40.0,28.7,144.0,47800.0,416000.0,0,4.0,Completado
S112655,2026-02-24,Santa Marta,Mantenimiento,Call center,T080,6.0,26.5,81.0,13700.0,97000.0,0,4.0,Completado
S101061,2024-08-20,Cartagena,Reparación,Call center,T007,13.0,18.9,84.0,214700.0,188000.0,0,4.0,Cancelado
S112988,2026-03-11,Valledupar,Reparación,App,T060,60.0,14.5,105.0,6700.0,248000.0,0,5.0,Completado
S100407,2024-07-18,Barranquilla,Instalación,App,T021,72.0,31.9,191.0,47100.0,379000.0,0,4.0,Completado
S114897,2026-06-14,Valledupar,Instalación,App,T087,15.0,20.3,162.0,82300.0,160000.0,0,4.0,Completado
S113893,2026-04-25,Barranquilla,Instalación,App,T078,15.0,22.0,119.0,72600.0,261000.0,0,4.0,Completado
S106238,2025-04-28,Montería,Reparación,Web,T049,42.0,25.6,103.0,211100.0,186000.0,0,3.0,Completado
S110655,2025-12-01,Sincelejo,Reparación,App,T004,37.0,3.1,131.0,84600.0,112000.0,0,5.0,Completado
S114832,2026-06-11,Sincelejo,Reparación,Call center,T004,43.0,5.8,125.0,11300.0,129000.0,1,3.0,Completado
S100950,2024-08-14,Cartagena,Instalación,App,T027,27.0,18.8,137.0,,284000.0,0,4.0,Completado
S104272,2025-01-15,Santa Marta,Mantenimiento,Web,T042,26.0,32.9,48.0,2400.0,105000.0,0,4.0,Completado
S104093,2025-01-07,Santa Marta,Instalación,Presencial,T036,32.0,16.0,191.0,48500.0,405000.0,0,5.0,Completado
S111106,2025-12-16,Santa Marta,Mantenimiento,App,T069,29.0,11.1,82.0,28900.0,71000.0,1,3.0,Completado
S109659,2025-10-14,Cartagena,Instalación,App,T007,27.0,31.2,232.0,180300.0,348000.0,0,4.0,Reprogramado
S113604,2026-04-11,Barranquilla,Instalación,App,T043,33.0,15.1,141.0,43000.0,280000.0,0,4.0,Completado
S110069,2025-11-03,Barranquilla,Instalación,Presencial,T016,64.0,21.2,173.0,77500.0,252000.0,0,5.0,Completado
S108196,2025-07-29,Barranquilla,Reparación,Web,T095,0.0,39.6,86.0,47800.0,182000.0,0,4.0,Completado
S115226,2026-06-27,Cartagena,Instalación,Call center,T048,64.0,16.5,111.0,88000.0,289000.0,0,4.0,Completado
S113199,2026-03-22,Barranquilla,Reparación,App,T095,8.0,46.1,68.0,241200.0,195000.0,0,4.0,Completado
S114347,2026-05-20,Montería,Reparación,App,T070,48.0,46.1,150.0,231100.0,184000.0,0,4.0,Completado
S104495,2025-01-26,Valledupar,Mantenimiento,Call center,T052,18.0,29.3,69.0,8200.0,50000.0,0,4.0,Completado
S107327,2025-06-20,Cartagena,Garantía,App,T007,23.0,13.9,136.0,174100.0,0.0,0,5.0,Completado
S114579,2026-06-01,Montería,Mantenimiento,Call center,T033,95.0,34.6,46.0,27700.0,94000.0,0,4.0,Completado
S111177,2025-12-18,Barranquilla,Reparación,App,T090,0.0,24.2,73.0,85000.0,269000.0,0,4.0,Completado
S113342,2026-03-29,Montería,Reparación,Web,T055,29.0,57.3,47.0,69400.0,225000.0,0,3.0,Completado
S112409,2026-02-10,Cartagena,Instalación,Presencial,T039,75.0,33.4,99.0,102700.0,255000.0,0,,Completado
S107925,2025-07-17,Cartagena,Garantía,App,T101,10.0,47.9,91.0,102000.0,0.0,0,3.0,Completado
S108940,2025-09-06,Cartagena,Mantenimiento,Presencial,T035,34.0,49.4,86.0,43400.0,112000.0,1,2.0,Cancelado
S102982,2024-11-30,Valledupar,Reparación,Call center,T024,25.0,21.2,81.0,49700.0,245000.0,0,,Completado
S108765,2025-08-26,Montería,Reparación,Call center,T091,3.0,36.0,132.0,180500.0,154000.0,0,3.0,Completado
S106259,2025-04-29,Valledupar,Instalación,App,T060,50.0,25.0,92.0,30700.0,286000.0,0,5.0,Completado
S112790,2026-03-02,Cartagena,Instalación,Presencial,T048,60.0,22.7,102.0,242800.0,355000.0,0,3.0,Completado
S109280,2025-09-25,Barranquilla,Instalación,Call center,T013,27.0,18.4,239.0,155200.0,288000.0,0,4.0,Completado
S112261,2026-02-03,Santa Marta,Reparación,Call center,T036,45.0,24.1,72.0,143100.0,108000.0,0,4.0,Completado
S107543,2025-06-30,Montería,Garantía,App,T070,38.0,31.3,66.0,68300.0,0.0,0,3.0,Completado
S112419,2026-02-10,Barranquilla,Reparación,Call center,T068,75.0,13.3,80.0,8100.0,181000.0,0,4.0,Completado
S114069,2026-05-04,Santa Marta,Instalación,Web,T094,14.0,17.7,154.0,25500.0,322000.0,0,4.0,Completado
S105147,2025-03-01,Barranquilla,Reparación,Web,T018,34.0,17.9,100.0,230100.0,166000.0,0,4.0,Completado
S100252,2024-07-10,Barranquilla,Reparación,App,T053,8.0,9.8,116.0,32200.0,122000.0,1,3.0,Completado
S110942,2025-12-10,Santa Marta,Instalación,Call center,T059,49.0,13.7,193.0,23000.0,359000.0,0,5.0,Completado
S108917,2025-09-05,Valledupar,Instalación,Call center,T052,26.0,28.9,120.0,14400.0,437000.0,0,3.0,Completado
S109781,2025-10-20,Montería,Instalación,Call center,T103,9.0,54.7,205.0,126500.0,453000.0,0,4.0,Completado
S112410,2026-02-10,Cartagena,Mantenimiento,App,T039,75.0,13.6,43.0,19800.0,73000.0,0,4.0,Completado
S114324,2026-05-19,Montería,Instalación,App,T070,48.0,37.4,158.0,28800.0,360000.0,0,4.0,Completado
S102998,2024-12-01,Sincelejo,Instalación,App,T022,69.0,15.3,177.0,201600.0,374000.0,0,4.0,Completado
S106957,2025-06-04,Valledupar,Reparación,App,T062,27.0,21.3,110.0,44100.0,165000.0,0,4.0,Completado
S100707,2024-08-01,Cartagena,Instalación,App,T037,9.0,,181.0,65400.0,424000.0,1,3.0,Reprogramado
S100957,2024-08-14,Montería,Reparación,Presencial,T064,49.0,25.8,124.0,,146000.0,0,4.0,Completado
S104877,2025-02-15,Valledupar,Mantenimiento,Call center,T024,27.0,27.1,59.0,1400.0,95000.0,0,3.0,Completado
S107157,2025-06-13,Barranquilla,Reparación,Call center,T066,83.0,12.6,102.0,15500.0,155000.0,0,,Completado
S108883,2025-09-03,Valledupar,Reparación,Call center,T052,26.0,10.4,147.0,164700.0,243000.0,0,5.0,Cancelado
